ad_format,ad_category,ad_creative,device_type,os_version,country,language,publisher_app,day_of_week,time_of_day,clicked
video,food,creative_17,tablet,Android_11,UK,zh,app_16,Mon,evening,1
interstitial,travel,creative_9,smartphone,Android_13,JP,en,app_11,Mon,morning,0
video,shopping,creative_6,smartphone,iOS_16,JP,es,app_35,Thu,evening,0
video,food,creative_18,smartphone,Android_12,UK,de,app_18,Thu,evening,1
video,gaming,creative_7,tablet,Android_11,US,hi,app_41,Tue,afternoon,1
banner,finance,creative_18,tablet,iOS_15,DE,de,app_48,Sun,morning,0
video,entertainment,creative_17,smartphone,iOS_16,FR,zh,app_47,Fri,night,1
video,travel,creative_11,smartphone,Android_12,BR,en,app_20,Fri,morning,0
banner,food,creative_4,smartphone,Android_12,JP,hi,app_2,Wed,afternoon,1
video,shopping,creative_2,tablet,Android_13,CN,fr,app_28,Fri,afternoon,0
banner,food,creative_9,tablet,Android_12,US,pt,app_28,Tue,evening,1
banner,travel,creative_18,tablet,iOS_14,UK,es,app_47,Fri,afternoon,0
video,travel,creative_18,tablet,Android_13,BR,en,app_18,Sun,evening,0
banner,finance,creative_10,smartphone,Android_13,DE,zh,app_6,Tue,night,1
interstitial,finance,creative_1,smartphone,iOS_15,BR,en,app_8,Fri,night,1
interstitial,entertainment,creative_15,smartphone,iOS_14,JP,zh,app_40,Wed,morning,0
interstitial,travel,creative_11,tablet,Android_13,DE,hi,app_20,Fri,evening,0
banner,travel,creative_5,smartphone,iOS_16,DE,hi,app_33,Wed,afternoon,0
banner,food,creative_7,tablet,iOS_16,FR,es,app_40,Sat,night,0
interstitial,shopping,creative_20,smartphone,iOS_14,DE,ja,app_11,Fri,night,0
video,entertainment,creative_12,smartphone,Android_11,FR,fr,app_39,Wed,morning,1
interstitial,finance,creative_14,smartphone,Android_11,DE,zh,app_21,Fri,night,1
banner,shopping,creative_8,smartphone,Android_11,FR,hi,app_22,Sun,afternoon,0
interstitial,travel,creative_7,tablet,iOS_15,JP,es,app_31,Sun,night,1
interstitial,travel,creative_20,smartphone,iOS_16,CN,hi,app_23,Wed,afternoon,0
interstitial,travel,creative_11,smartphone,iOS_14,FR,zh,app_12,Wed,night,1
banner,shopping,creative_9,tablet,iOS_16,FR,de,app_11,Mon,evening,1
interstitial,shopping,creative_7,smartphone,iOS_14,JP,fr,app_40,Tue,evening,1
interstitial,gaming,creative_13,tablet,iOS_15,BR,zh,app_31,Mon,morning,0
interstitial,entertainment,creative_9,smartphone,Android_11,IN,ja,app_49,Thu,afternoon,1
interstitial,travel,creative_20,tablet,iOS_14,DE,en,app_45,Wed,evening,0
video,travel,creative_14,tablet,iOS_16,IN,pt,app_39,Sat,afternoon,0
interstitial,shopping,creative_1,tablet,Android_12,IN,zh,app_29,Tue,morning,0
video,travel,creative_9,smartphone,Android_13,IN,es,app_49,Fri,afternoon,0
banner,travel,creative_11,smartphone,iOS_14,FR,es,app_34,Sat,afternoon,0
video,food,creative_8,smartphone,Android_11,CN,hi,app_46,Wed,night,0
interstitial,travel,creative_15,smartphone,Android_13,DE,zh,app_24,Wed,night,0
video,finance,creative_11,smartphone,Android_12,UK,fr,app_46,Fri,afternoon,0
video,gaming,creative_9,tablet,Android_13,DE,fr,app_28,Thu,night,1
banner,food,creative_4,smartphone,iOS_16,JP,es,app_43,Thu,morning,0
interstitial,food,creative_8,smartphone,Android_12,US,fr,app_50,Mon,morning,0
banner,food,creative_7,tablet,Android_11,JP,es,app_45,Thu,afternoon,0
video,food,creative_19,smartphone,Android_13,IN,de,app_23,Mon,evening,1
interstitial,gaming,creative_2,smartphone,Android_13,IN,en,app_44,Fri,morning,0
video,finance,creative_20,tablet,iOS_16,IN,en,app_37,Fri,afternoon,0
video,finance,creative_3,smartphone,iOS_15,UK,zh,app_2,Sat,morning,0
banner,food,creative_1,tablet,Android_13,BR,hi,app_44,Mon,evening,1
banner,gaming,creative_9,smartphone,iOS_14,DE,ja,app_43,Mon,night,0
banner,gaming,creative_12,tablet,iOS_14,FR,es,app_17,Mon,morning,0
interstitial,food,creative_2,smartphone,iOS_14,BR,zh,app_22,Tue,evening,0
video,entertainment,creative_10,tablet,Android_13,CN,hi,app_45,Wed,night,0
interstitial,shopping,creative_10,tablet,iOS_15,DE,de,app_12,Sun,morning,1
interstitial,gaming,creative_6,smartphone,Android_11,BR,de,app_22,Tue,evening,1
banner,food,creative_13,smartphone,Android_12,FR,fr,app_17,Sun,afternoon,0
banner,gaming,creative_12,smartphone,iOS_14,JP,pt,app_12,Mon,morning,0
banner,entertainment,creative_2,tablet,Android_12,IN,ja,app_32,Fri,evening,0
video,food,creative_20,smartphone,iOS_15,UK,ja,app_20,Tue,morning,0
banner,finance,creative_15,tablet,iOS_16,UK,hi,app_2,Sun,afternoon,0
interstitial,gaming,creative_6,smartphone,Android_11,BR,hi,app_13,Mon,morning,1
banner,food,creative_7,tablet,Android_13,US,es,app_5,Mon,afternoon,0
banner,food,creative_11,smartphone,Android_11,DE,pt,app_26,Sun,afternoon,1
banner,travel,creative_4,smartphone,Android_12,US,de,app_37,Wed,afternoon,0
video,shopping,creative_4,smartphone,iOS_15,JP,en,app_46,Wed,morning,1
banner,finance,creative_3,tablet,Android_11,UK,es,app_9,Thu,night,0
video,finance,creative_13,tablet,Android_11,DE,hi,app_23,Tue,night,0
banner,gaming,creative_3,smartphone,iOS_14,CN,ja,app_15,Sun,night,0
banner,food,creative_11,smartphone,Android_13,FR,ja,app_22,Sat,night,0
video,entertainment,creative_2,smartphone,iOS_16,CN,pt,app_11,Mon,evening,0
interstitial,travel,creative_7,smartphone,Android_13,FR,de,app_33,Sun,evening,0
interstitial,shopping,creative_17,smartphone,iOS_14,UK,pt,app_15,Fri,evening,1
video,food,creative_17,tablet,iOS_15,IN,es,app_43,Thu,afternoon,1
banner,food,creative_14,tablet,Android_11,UK,fr,app_1,Tue,afternoon,0
video,finance,creative_8,tablet,Android_11,FR,ja,app_48,Sun,morning,0
banner,finance,creative_19,smartphone,iOS_14,BR,pt,app_19,Tue,afternoon,1
interstitial,food,creative_2,tablet,iOS_16,UK,de,app_5,Mon,morning,1
banner,shopping,creative_5,smartphone,iOS_14,DE,hi,app_50,Sat,night,0
banner,gaming,creative_6,tablet,iOS_16,BR,de,app_1,Sun,evening,0
video,finance,creative_14,tablet,iOS_16,DE,es,app_28,Tue,morning,1
video,travel,creative_16,tablet,Android_12,FR,zh,app_23,Fri,night,0
banner,food,creative_15,tablet,Android_13,UK,fr,app_31,Thu,night,0
video,gaming,creative_13,smartphone,iOS_16,BR,fr,app_46,Sun,night,0
video,gaming,creative_18,tablet,Android_13,BR,de,app_6,Mon,night,1
interstitial,entertainment,creative_3,tablet,Android_12,US,zh,app_6,Mon,afternoon,0
interstitial,shopping,creative_14,tablet,Android_13,BR,zh,app_14,Tue,afternoon,0
interstitial,entertainment,creative_4,tablet,Android_12,FR,es,app_36,Mon,night,0
interstitial,travel,creative_1,tablet,iOS_14,BR,zh,app_46,Sat,evening,1
video,shopping,creative_13,smartphone,iOS_14,BR,ja,app_8,Fri,evening,1
interstitial,travel,creative_2,smartphone,Android_11,UK,de,app_26,Sun,morning,1
banner,travel,creative_2,tablet,iOS_16,IN,en,app_22,Sun,morning,0
banner,travel,creative_19,tablet,Android_12,IN,en,app_18,Fri,morning,0
banner,food,creative_8,smartphone,iOS_14,BR,zh,app_35,Mon,night,1
banner,entertainment,creative_6,tablet,Android_12,CN,ja,app_40,Tue,afternoon,0
banner,entertainment,creative_18,smartphone,Android_13,CN,es,app_37,Fri,night,0
video,entertainment,creative_1,tablet,iOS_16,JP,fr,app_2,Sun,morning,0
video,gaming,creative_19,tablet,iOS_16,CN,es,app_4,Sat,night,1
video,travel,creative_20,tablet,iOS_15,US,zh,app_17,Thu,evening,1
banner,entertainment,creative_7,tablet,Android_13,US,de,app_37,Mon,evening,1
interstitial,travel,creative_8,tablet,Android_11,BR,hi,app_46,Thu,morning,0
video,travel,creative_16,tablet,Android_11,UK,de,app_15,Fri,morning,0
interstitial,travel,creative_15,smartphone,Android_12,US,de,app_41,Thu,afternoon,0
video,finance,creative_2,tablet,Android_12,BR,pt,app_37,Fri,evening,1
interstitial,entertainment,creative_19,tablet,iOS_15,BR,de,app_30,Mon,morning,0
video,entertainment,creative_17,tablet,Android_13,DE,hi,app_26,Tue,morning,0
interstitial,travel,creative_7,tablet,iOS_15,DE,pt,app_43,Fri,night,0
banner,travel,creative_18,smartphone,Android_11,BR,fr,app_41,Mon,morning,0
video,gaming,creative_17,smartphone,Android_13,US,pt,app_20,Mon,evening,1
interstitial,food,creative_15,tablet,iOS_14,FR,es,app_14,Sat,morning,0
banner,travel,creative_13,tablet,Android_13,JP,zh,app_7,Tue,morning,1
banner,entertainment,creative_6,tablet,Android_12,JP,de,app_50,Sat,evening,0
interstitial,food,creative_2,smartphone,Android_12,JP,en,app_20,Sat,morning,0
video,shopping,creative_19,tablet,Android_13,US,es,app_4,Tue,morning,1
video,gaming,creative_20,smartphone,Android_13,FR,hi,app_2,Mon,evening,0
banner,food,creative_16,tablet,Android_11,CN,hi,app_21,Wed,night,0
banner,entertainment,creative_2,tablet,iOS_14,CN,de,app_31,Fri,afternoon,0
interstitial,entertainment,creative_18,tablet,iOS_15,BR,pt,app_32,Mon,evening,0
interstitial,entertainment,creative_16,tablet,Android_12,CN,zh,app_30,Mon,evening,0
video,travel,creative_13,smartphone,Android_12,DE,zh,app_20,Mon,evening,1
video,gaming,creative_10,tablet,Android_12,DE,pt,app_21,Fri,night,1
interstitial,travel,creative_3,smartphone,iOS_16,UK,es,app_26,Thu,morning,1
interstitial,food,creative_2,smartphone,iOS_15,FR,es,app_19,Sun,evening,1
video,gaming,creative_2,smartphone,iOS_16,FR,ja,app_28,Wed,evening,1
banner,travel,creative_4,smartphone,Android_11,IN,es,app_44,Mon,morning,0
banner,entertainment,creative_11,smartphone,iOS_15,IN,pt,app_6,Thu,morning,0
interstitial,entertainment,creative_19,tablet,iOS_16,CN,es,app_10,Sat,evening,0
interstitial,finance,creative_19,tablet,iOS_16,CN,fr,app_48,Sat,night,0
video,food,creative_14,tablet,iOS_14,DE,de,app_47,Fri,morning,0
interstitial,entertainment,creative_4,tablet,Android_11,DE,zh,app_18,Thu,morning,0
video,entertainment,creative_13,smartphone,Android_11,DE,fr,app_10,Tue,afternoon,1
video,travel,creative_5,smartphone,iOS_16,CN,zh,app_45,Fri,evening,1
banner,shopping,creative_1,smartphone,iOS_15,FR,zh,app_36,Wed,evening,0
video,travel,creative_11,tablet,iOS_15,US,en,app_2,Sun,night,1
interstitial,finance,creative_8,tablet,Android_12,US,fr,app_18,Sat,afternoon,0
video,finance,creative_14,tablet,iOS_15,DE,de,app_15,Fri,night,0
video,gaming,creative_4,tablet,iOS_16,BR,en,app_2,Mon,afternoon,0
interstitial,shopping,creative_6,smartphone,iOS_16,DE,ja,app_40,Mon,night,0
banner,food,creative_13,smartphone,iOS_16,CN,es,app_13,Sun,night,1
interstitial,gaming,creative_2,smartphone,iOS_16,US,ja,app_8,Wed,night,1
video,food,creative_10,tablet,iOS_14,IN,hi,app_16,Sun,afternoon,0
video,food,creative_20,tablet,iOS_14,UK,hi,app_19,Tue,morning,1
interstitial,gaming,creative_2,tablet,Android_11,FR,es,app_24,Mon,morning,0
video,travel,creative_3,smartphone,iOS_16,FR,es,app_1,Fri,morning,0
banner,finance,creative_16,tablet,iOS_14,IN,pt,app_9,Mon,night,0
video,food,creative_13,tablet,iOS_14,IN,fr,app_9,Sun,evening,1
banner,travel,creative_1,tablet,Android_13,JP,fr,app_40,Thu,evening,1
banner,shopping,creative_9,tablet,Android_12,CN,zh,app_28,Fri,morning,0
interstitial,shopping,creative_3,smartphone,Android_11,JP,en,app_18,Sat,evening,0
interstitial,finance,creative_16,tablet,iOS_16,BR,de,app_8,Wed,evening,0
interstitial,gaming,creative_7,tablet,iOS_14,US,pt,app_6,Wed,night,1
banner,entertainment,creative_12,tablet,iOS_16,JP,zh,app_37,Wed,afternoon,0
interstitial,finance,creative_15,tablet,Android_13,UK,ja,app_4,Thu,evening,1
interstitial,finance,creative_7,tablet,iOS_16,DE,pt,app_9,Thu,evening,1
interstitial,finance,creative_15,smartphone,iOS_16,IN,de,app_45,Tue,afternoon,0
interstitial,entertainment,creative_1,tablet,iOS_15,IN,es,app_12,Wed,evening,0
video,travel,creative_11,tablet,iOS_16,US,ja,app_17,Mon,night,1
interstitial,food,creative_1,tablet,iOS_15,UK,fr,app_10,Mon,afternoon,0
interstitial,food,creative_1,tablet,Android_12,FR,hi,app_31,Thu,evening,0
video,travel,creative_15,smartphone,Android_12,DE,de,app_6,Mon,night,1
interstitial,shopping,creative_17,smartphone,iOS_15,IN,pt,app_22,Wed,afternoon,0
interstitial,gaming,creative_9,tablet,Android_11,JP,pt,app_31,Sat,evening,1
banner,travel,creative_13,smartphone,Android_12,UK,fr,app_5,Sun,night,0
interstitial,shopping,creative_8,smartphone,Android_13,CN,es,app_26,Thu,night,0
interstitial,finance,creative_20,smartphone,Android_13,CN,hi,app_12,Sat,evening,0
video,finance,creative_19,tablet,Android_13,DE,ja,app_41,Sun,afternoon,1
interstitial,entertainment,creative_2,smartphone,Android_13,US,fr,app_6,Wed,morning,1
video,shopping,creative_8,tablet,Android_11,DE,en,app_15,Sun,evening,1
banner,finance,creative_15,tablet,iOS_14,US,hi,app_28,Fri,evening,0
banner,entertainment,creative_15,smartphone,iOS_14,JP,pt,app_46,Wed,night,1
interstitial,shopping,creative_9,smartphone,iOS_15,CN,ja,app_1,Fri,night,0
banner,gaming,creative_7,tablet,iOS_14,CN,en,app_38,Fri,evening,0
video,shopping,creative_14,smartphone,Android_11,BR,hi,app_4,Thu,afternoon,1
interstitial,shopping,creative_5,smartphone,iOS_14,IN,ja,app_30,Sun,evening,0
banner,gaming,creative_15,smartphone,iOS_15,IN,pt,app_30,Wed,morning,0
banner,gaming,creative_4,tablet,Android_13,JP,es,app_45,Fri,evening,1
banner,finance,creative_8,tablet,Android_12,US,en,app_26,Thu,night,0
video,shopping,creative_2,tablet,Android_13,JP,zh,app_49,Fri,night,1
banner,shopping,creative_11,tablet,iOS_16,JP,es,app_22,Sat,morning,0
banner,food,creative_19,tablet,Android_12,UK,es,app_25,Sat,night,0
banner,shopping,creative_1,smartphone,Android_11,US,hi,app_30,Tue,night,0
interstitial,food,creative_15,tablet,Android_13,BR,en,app_4,Thu,evening,0
video,food,creative_10,smartphone,Android_12,FR,fr,app_5,Tue,evening,1
banner,entertainment,creative_2,smartphone,Android_11,BR,ja,app_22,Sun,night,0
video,entertainment,creative_13,smartphone,Android_12,UK,zh,app_22,Wed,afternoon,0
video,finance,creative_4,tablet,iOS_14,US,de,app_23,Tue,afternoon,1
interstitial,entertainment,creative_15,tablet,Android_13,DE,de,app_26,Sun,afternoon,1
video,shopping,creative_17,tablet,iOS_15,BR,fr,app_9,Thu,evening,0
interstitial,finance,creative_12,smartphone,Android_11,DE,zh,app_28,Fri,afternoon,0
banner,food,creative_8,tablet,Android_12,FR,hi,app_39,Sat,morning,0
banner,food,creative_19,tablet,iOS_15,JP,ja,app_27,Sun,evening,0
banner,shopping,creative_17,tablet,iOS_15,FR,hi,app_49,Tue,morning,0
video,shopping,creative_9,smartphone,Android_11,CN,en,app_14,Mon,morning,0
video,shopping,creative_15,smartphone,iOS_15,IN,fr,app_20,Sat,afternoon,0
video,food,creative_16,smartphone,iOS_16,US,de,app_8,Tue,evening,1
video,finance,creative_1,smartphone,Android_12,UK,en,app_19,Mon,morning,0
video,finance,creative_11,smartphone,Android_12,BR,pt,app_26,Mon,night,1
banner,food,creative_3,smartphone,iOS_14,DE,fr,app_34,Fri,evening,1
banner,entertainment,creative_2,smartphone,iOS_14,UK,hi,app_46,Sun,afternoon,1
banner,travel,creative_17,smartphone,iOS_14,FR,en,app_41,Mon,afternoon,0
banner,gaming,creative_2,tablet,iOS_14,UK,hi,app_31,Sun,night,1
banner,entertainment,creative_3,smartphone,iOS_14,FR,en,app_43,Sun,evening,0
interstitial,gaming,creative_1,smartphone,Android_13,CN,fr,app_40,Tue,morning,0
interstitial,shopping,creative_11,smartphone,iOS_14,BR,de,app_40,Wed,evening,1
banner,shopping,creative_4,smartphone,Android_11,IN,fr,app_13,Thu,morning,0
interstitial,gaming,creative_3,tablet,iOS_14,IN,pt,app_11,Tue,night,0
interstitial,entertainment,creative_11,tablet,iOS_16,FR,es,app_2,Sat,morning,0
interstitial,finance,creative_16,tablet,iOS_15,UK,es,app_5,Tue,morning,0
banner,finance,creative_11,smartphone,iOS_16,DE,hi,app_39,Wed,evening,0
interstitial,finance,creative_19,tablet,Android_11,IN,fr,app_10,Tue,afternoon,0
video,finance,creative_10,smartphone,iOS_16,UK,hi,app_11,Tue,evening,1
banner,finance,creative_18,smartphone,Android_11,US,hi,app_37,Mon,evening,1
interstitial,gaming,creative_5,tablet,Android_11,FR,fr,app_27,Tue,evening,0
interstitial,food,creative_6,tablet,iOS_14,DE,pt,app_9,Wed,afternoon,0
banner,gaming,creative_6,smartphone,iOS_14,DE,ja,app_40,Sat,evening,1
banner,travel,creative_6,smartphone,Android_13,DE,zh,app_40,Mon,evening,1
banner,shopping,creative_15,smartphone,Android_11,CN,de,app_2,Sat,afternoon,0
banner,finance,creative_10,tablet,Android_13,IN,fr,app_43,Thu,night,1
banner,entertainment,creative_9,smartphone,iOS_15,DE,en,app_14,Wed,morning,1
interstitial,travel,creative_12,smartphone,Android_11,US,ja,app_39,Fri,evening,1
video,travel,creative_3,smartphone,iOS_14,JP,pt,app_15,Mon,night,1
video,travel,creative_15,tablet,Android_11,US,en,app_5,Sun,afternoon,1
video,travel,creative_12,smartphone,iOS_15,CN,es,app_13,Sat,night,0
banner,finance,creative_15,smartphone,Android_12,JP,de,app_17,Wed,morning,0
interstitial,finance,creative_19,tablet,Android_11,JP,es,app_9,Wed,night,1
interstitial,shopping,creative_6,smartphone,Android_13,US,pt,app_50,Wed,afternoon,0
banner,shopping,creative_14,smartphone,Android_13,US,fr,app_40,Thu,night,0
video,finance,creative_17,tablet,iOS_16,US,pt,app_8,Wed,night,1
interstitial,shopping,creative_16,tablet,iOS_15,CN,ja,app_15,Fri,night,0
interstitial,finance,creative_7,tablet,iOS_15,FR,zh,app_43,Mon,morning,0
video,entertainment,creative_5,smartphone,iOS_15,DE,en,app_19,Wed,morning,0
interstitial,food,creative_16,smartphone,Android_13,CN,zh,app_40,Mon,night,0
interstitial,finance,creative_20,smartphone,Android_12,UK,zh,app_38,Sun,evening,1
interstitial,finance,creative_4,smartphone,Android_13,JP,ja,app_11,Mon,evening,1
banner,food,creative_20,tablet,iOS_16,CN,en,app_3,Sun,morning,0
banner,shopping,creative_7,smartphone,iOS_14,US,en,app_10,Sat,evening,1
interstitial,finance,creative_5,smartphone,iOS_15,BR,fr,app_37,Sat,evening,1
interstitial,travel,creative_11,smartphone,iOS_15,UK,de,app_42,Sat,evening,1
banner,travel,creative_2,smartphone,iOS_14,US,pt,app_29,Tue,morning,0
banner,entertainment,creative_2,tablet,iOS_14,FR,zh,app_43,Sat,afternoon,0
interstitial,entertainment,creative_17,smartphone,iOS_14,FR,hi,app_35,Tue,evening,1
banner,gaming,creative_19,tablet,iOS_16,UK,fr,app_33,Sat,night,0
interstitial,shopping,creative_6,smartphone,Android_12,DE,fr,app_18,Fri,evening,0
video,shopping,creative_14,smartphone,Android_12,BR,hi,app_26,Thu,night,1
banner,gaming,creative_2,tablet,Android_11,BR,zh,app_32,Thu,afternoon,1
banner,shopping,creative_12,smartphone,Android_12,FR,de,app_3,Thu,afternoon,0
interstitial,travel,creative_5,tablet,Android_12,US,ja,app_47,Sun,night,1
video,shopping,creative_14,tablet,iOS_16,JP,es,app_42,Fri,night,1
video,shopping,creative_12,tablet,Android_13,US,hi,app_26,Wed,morning,0
video,gaming,creative_7,tablet,iOS_15,DE,es,app_9,Thu,afternoon,1
video,entertainment,creative_20,tablet,iOS_15,IN,es,app_44,Wed,morning,0
video,shopping,creative_19,tablet,Android_13,UK,de,app_20,Thu,morning,0
banner,food,creative_1,smartphone,iOS_14,DE,hi,app_45,Wed,afternoon,0
video,finance,creative_19,tablet,Android_12,CN,ja,app_11,Sun,evening,1
video,shopping,creative_10,tablet,iOS_14,UK,de,app_19,Wed,morning,0
banner,food,creative_3,smartphone,iOS_15,DE,hi,app_29,Sat,night,1
video,shopping,creative_4,tablet,Android_12,UK,fr,app_33,Sat,night,0
banner,gaming,creative_12,tablet,Android_13,FR,es,app_40,Thu,morning,0
interstitial,shopping,creative_5,tablet,iOS_14,IN,zh,app_34,Thu,night,0
banner,food,creative_15,smartphone,Android_13,BR,zh,app_37,Sat,night,0
banner,shopping,creative_7,smartphone,iOS_14,UK,en,app_30,Tue,night,0
video,gaming,creative_6,smartphone,Android_11,CN,fr,app_25,Wed,afternoon,0
interstitial,gaming,creative_2,smartphone,Android_13,JP,ja,app_31,Fri,morning,1
interstitial,finance,creative_5,tablet,Android_12,CN,fr,app_12,Tue,evening,1
interstitial,shopping,creative_10,tablet,iOS_14,CN,de,app_50,Tue,night,0
video,finance,creative_20,tablet,Android_11,JP,hi,app_30,Fri,morning,0
video,gaming,creative_10,tablet,Android_13,US,ja,app_12,Sat,morning,0
interstitial,gaming,creative_2,tablet,Android_12,US,hi,app_11,Thu,evening,1
banner,food,creative_5,smartphone,iOS_14,DE,en,app_43,Fri,morning,0
banner,shopping,creative_16,tablet,iOS_14,US,en,app_47,Mon,morning,0
interstitial,travel,creative_18,tablet,iOS_16,DE,ja,app_34,Mon,morning,0
interstitial,finance,creative_19,smartphone,Android_13,US,ja,app_43,Fri,morning,1
video,shopping,creative_3,tablet,Android_12,JP,fr,app_25,Thu,afternoon,0
interstitial,travel,creative_9,tablet,iOS_15,FR,en,app_11,Tue,morning,0
